"module name","license","repository"
"json-schema-traverse@0.4.1","MIT","https://github.com/epoberezkin/json-schema-traverse"
"json-stable-stringify-without-jsonify@1.0.1","MIT","https://github.com/samn/json-stable-stringify"
"keyv@4.5.4","MIT","https://github.com/jaredwray/keyv"
"levn@0.4.1","MIT","https://github.com/gkz/levn"
"lightningcss-win32-x64-msvc@1.29.2","MPL-2.0","https://github.com/parcel-bundler/lightningcss"
"lightningcss@1.29.2","MPL-2.0","https://github.com/parcel-bundler/lightningcss"
"lines-and-columns@1.2.4","MIT","https://github.com/eventualbuddha/lines-and-columns"
"locate-path@6.0.0","MIT","https://github.com/sindresorhus/locate-path"
"lodash.merge@4.6.2","MIT","https://github.com/lodash/lodash"
"loose-envify@1.4.0","MIT","https://github.com/zertosh/loose-envify"
"minimatch@3.1.2","ISC","https://github.com/isaacs/minimatch"
"ms@2.1.3","MIT","https://github.com/vercel/ms"
"nanoid@3.3.9","MIT","https://github.com/ai/nanoid"
"natural-compare@1.4.0","MIT","https://github.com/litejs/natural-compare-lite"
"object-assign@4.1.1","MIT","https://github.com/sindresorhus/object-assign"
"optionator@0.9.4","MIT","https://github.com/gkz/optionator"
"p-limit@3.1.0","MIT","https://github.com/sindresorhus/p-limit"
"p-locate@5.0.0","MIT","https://github.com/sindresorhus/p-locate"
"parent-module@1.0.1","MIT","https://github.com/sindresorhus/parent-module"
"parse-json@5.2.0","MIT","https://github.com/sindresorhus/parse-json"
"path-exists@4.0.0","MIT","https://github.com/sindresorhus/path-exists"
"path-key@3.1.1","MIT","https://github.com/sindresorhus/path-key"
"path-parse@1.0.7","MIT","https://github.com/jbgutierrez/path-parse"
"path-type@4.0.0","MIT","https://github.com/sindresorhus/path-type"
"picocolors@1.1.1","ISC","https://github.com/alexeyraspopov/picocolors"
"postcss@8.5.3","MIT","https://github.com/postcss/postcss"
"prelude-ls@1.2.1","MIT","https://github.com/gkz/prelude-ls"
"prop-types@15.8.1","MIT","https://github.com/facebook/prop-types"
"punycode@2.3.1","MIT","https://github.com/mathiasbynens/punycode.js"
"react-dom@19.0.0","MIT","https://github.com/facebook/react"
"react-is@16.13.1","MIT","https://github.com/facebook/react"
"react-is@19.0.0","MIT","https://github.com/facebook/react"
"react-router-dom@7.3.0","MIT","https://github.com/remix-run/react-router"
"react-router@7.3.0","MIT","https://github.com/remix-run/react-router"
"react-transition-group@4.4.5","BSD-3-Clause","https://github.com/reactjs/react-transition-group"
"react@19.0.0","MIT","https://github.com/facebook/react"
"regenerator-runtime@0.14.1","MIT","https://github.com/facebook/regenerator/tree/main/packages/runtime"
"resolve-from@4.0.0","MIT","https://github.com/sindresorhus/resolve-from"
"resolve@1.22.10","MIT","https://github.com/browserify/resolve"
"rollup@4.35.0","MIT","https://github.com/rollup/rollup"
"scheduler@0.25.0","MIT","https://github.com/facebook/react"
"set-cookie-parser@2.7.1","MIT","https://github.com/nfriedly/set-cookie-parser"
"shebang-command@2.0.0","MIT","https://github.com/kevva/shebang-command"
"shebang-regex@3.0.0","MIT","https://github.com/sindresorhus/shebang-regex"
"source-map-js@1.2.1","BSD-3-Clause","https://github.com/7rulnik/source-map-js"
"source-map@0.5.7","BSD-3-Clause","https://github.com/mozilla/source-map"
"strip-json-comments@3.1.1","MIT","https://github.com/sindresorhus/strip-json-comments"
"stylis@4.2.0","MIT","https://github.com/thysultan/stylis.js"
"supports-color@7.2.0","MIT","https://github.com/chalk/supports-color"
"supports-preserve-symlinks-flag@1.0.0","MIT","https://github.com/inspect-js/node-supports-preserve-symlinks-flag"
"tailwindcss@4.0.12","MIT","https://github.com/tailwindlabs/tailwindcss"
"tapable@2.2.1","MIT","https://github.com/webpack/tapable"
"turbo-stream@2.4.0","ISC","https://github.com/jacob-ebey/turbo-stream"
"type-check@0.4.0","MIT","https://github.com/gkz/type-check"
"unity-doc-page@0.0.0","UNLICENSED",""
"uri-js@4.4.1","BSD-2-Clause","https://github.com/garycourt/uri-js"
"vite@6.2.1","MIT","https://github.com/vitejs/vite"
"which@2.0.2","ISC","https://github.com/isaacs/node-which"
"word-wrap@1.2.5","MIT","https://github.com/jonschlinkert/word-wrap"
"yaml@1.10.2","ISC","https://github.com/eemeli/yaml"
"yaml@2.7.0","ISC","https://github.com/eemeli/yaml"
"yocto-queue@0.1.0","MIT","https://github.com/sindresorhus/yocto-queue"
